UNESCO_Site;UNESCO_Category;Event_Date;Attack_Type;Distance_m;Danger_Score;Violation_Risk_Level;ACLED_Notes
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-02;Disrupted weapons use;514.5;1;High (Negligence Risk);Weapons seizure: On 2 March 2022, police arrested a saboteur in a metro station in Kyiv, who was hiding ammunition in toys.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-03;Shelling/artillery/missile attack;514.5;8;High (Negligence Risk);On 3 March 2022, the Russian military forces shelled Kyiv, Ukraine, throughout the whole day. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-03;Disrupted weapons use;514.5;1;High (Negligence Risk);Weapons seizure: On 3 March 2022, police seized an RPG-7 Kalashnikov assault rifles, ammunition, grenades, an explosive device, and TNT from two men, likely part of a Russian military recon and sabotage group in the city of Kyiv.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-04;Shelling/artillery/missile attack;514.5;8;High (Negligence Risk);On 4 March 2022, the Russian military forces shelled Kyiv, Ukraine. There were no fatalities but some people were wounded.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-06;Armed clash;514.5;4;High (Negligence Risk);On 6 March 2022, the Russian military forces clashed with Ukrainian forces outside of Kyiv. Ukrainian military forces shot down a Russian cruise missile over the biggest children hospital in the city. The missile damaged a window in the building of the hospital and nearly broke the door down. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-06;Attack;514.5;5;High (Negligence Risk);On 6 March 2022, Russian military forces opened fire on British journalists of Sky News near Kyiv. One of the journalists was wounded.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-07;Armed clash;514.5;4;High (Negligence Risk);On 7 March 2022, the Russian military forces, including the Chechen Battalion, clashed with Ukrainian forces in the northern outskirts of Kyiv. Media reported that at least one Ukrainian soldier, former member of Svoboda party, was killed.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-07;Armed clash;514.5;4;High (Negligence Risk);On 7 March 2022, there was a aerial battle between Ukrainian and Russian military planes near Kyiv. The Ukrainian forces shot down a Russian plane. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-07;Shelling/artillery/missile attack;514.5;8;High (Negligence Risk);On 7 March 2022, the air defence system of the Ukrainian air force shot down two Russian military planes flying above Kyiv. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-07;Sexual violence;514.5;1;High (Negligence Risk);On 7 March 2022, Russian soldiers, including Russian Chechen fighters, raped a woman in Kyiv region and killed her husband.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-08;Shelling/artillery/missile attack;514.5;8;High (Negligence Risk);On 8 March 2022, Ukrainian forces destroyed a Russian military column marked with 'V' near Kyiv. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-09;Change to group/activity;514.5;1;High (Negligence Risk);Change to armed group: On 9 March 2022, another group of Belarusians formed the Kastus Kalinouski battalion within the Azov territorial defense forces in Kyiv.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-10;Armed clash;514.5;4;High (Negligence Risk);On 10 March 2022, Ukrainian forces attacked the regiment of Russian forces heading in the direction of Kyiv. According to Ukrainian reports, almost the whole regiment was killed. Unspecified fatalities coded as 10.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-11;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 11 March 2022, the burning debris of a missile were found in a field in Tarasivka neighbourhood in Kyiv (Kyiv). It is likely that Ukrainian air defense forces shot down a Russian missile.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-11;Air/drone strike;514.5;10;High (Negligence Risk);On 11 March 2022, Ukrainian forces carried out an airstrike and destroyed a command post of Russian forces in the direction of Kyiv. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-11;Change to group/activity;514.5;1;High (Negligence Risk);Movement of forces: On 11 March 2022, a column of military vehicles belonging to Russian forces that was moving towards Kyiv reportedly broke up and dispersed through the forests northwest of Kyiv.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-12;Armed clash;514.5;4;High (Negligence Risk);On 12 March 2022, Ukrainian military forces ambushed a convoy of Russian forces near Kyiv. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-13;Shelling/artillery/missile attack;514.5;8;High (Negligence Risk);On 13 March 2022, Ukrainian forces, including territorial defense forces, destroyed a Russian forces column in the area near Kyiv, including tanks, IFVs and armored personnel vehicles. Russian forces also suffered losses in personnel. Unspecified fatalities coded as 10.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-14;Attack;514.5;5;High (Negligence Risk);On 14 March 2022, a woman accusing Ukrainian authorities of human rights violations was arrested by men in uniform in Kyiv, Kyiv city. According to the victim, at the time of the arrest and initial detention, the perpetrators did not inform her of the reasons for the arrest and of the charges brought against her. At the police station, after she asked for the protocol of arrest and to see her lawyer, the perpetrators repeatedly hit her and conducted a mock execution to coerce her to share the password of her phone.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-14;Shelling/artillery/missile attack;514.5;8;High (Negligence Risk);On 14 March 2022, Russian forces shelled Kyiv. One missile hit a civilian house in Obolon district. Another missile hit a shopping mall. Russians also targeted Antonov aircraft factory. One of the missiles was intercepted. The fragments of the missile fell on a trolleybus and killed one civilian person.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-15;Attack;514.5;5;High (Negligence Risk);Around 15 March 2022 (month of), Russian soldiers shot dead 2 civilians in Kyiv region (coded to Kyiv, Kyiv region).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-15;Sexual violence;514.5;1;High (Negligence Risk);Around 15 March 2022 (month of), in an unspecified village in Kyiv Oblast (coded to Kyiv, Kyiv City), two Russian servicemen broke into a house and took turns repeatedly raping a 42-year-old three-month pregnant woman and the 17-year-old girlfriend of her son. The servicemen later returned with the woman's son and took turns raping the woman and the girl. After, the perpetrators took the three victims to an empty house, threatened the young man with a knife, and again raped the woman and the girl.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-15;Looting/property destruction;514.5;1;High (Negligence Risk);Looting: Around 15 March 2022 (month of), Russian forces robbed a house of an ex-MP in Kyiv region.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-15;Attack;514.5;5;High (Negligence Risk);Around 15 March 2022 (month of), Russian forces tortured a man in Kyiv region while the town was under Russian occupation.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-15;Sexual violence;514.5;1;High (Negligence Risk);Around 15 March 2022 (month of), a Russian soldier raped a pregnant woman in the Kyiv region (coded to Kyiv, Kyiv). As a result, the woman lost her child.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-16;Attack;514.5;5;High (Negligence Risk);On 16 March 2022, Russian forces shot and killed 2 civilians in the Kyiv region. (coded to Kyiv as the exact location is unknown)
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-17;Shelling/artillery/missile attack;514.5;8;High (Negligence Risk);On 17 March 2022, Russian forces shelled Kyiv multiple times as a result of which a warehouse and a multistorey apartment building were set on fire. 2 civilians died.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-17;Shelling/artillery/missile attack;514.5;8;High (Negligence Risk);On 17 March 2022, Ukrainian forces shot down Sukhoi Su-25 aircraft and Sukhoi Su-35 aircraft belonging to Russian forces in the Kyiv region. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-19;Shelling/artillery/missile attack;514.5;8;High (Negligence Risk);On 19 March 2022, Ukrainian forces shot down a Russian helicopter K-52 near Kyiv. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-20;Shelling/artillery/missile attack;514.5;8;High (Negligence Risk);On 20 March 2022, Ukrainian forces destroyed Russian artillery positions in Kyiv region. In particular, the BM-21 Grad MLRS, Ural supply trucks, and MT-LB-based KSHMs were eliminated. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-23;Armed clash;514.5;4;High (Negligence Risk);On 23 March 2022, Ukrainian forces clashed with Russian forces near Kyiv. Ukrainian forces seized a Russian military vehicle with anti-radiolocation station.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-23;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 23 March 2022, Russian air defense intercepted Ukrainian drones near Kyiv, Kyiv City. Russian sources reported interception of 9 drones near Kyiv, Izium, Kharkiv, Chernihiv, and Sumy.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-24;Shelling/artillery/missile attack;514.5;8;High (Negligence Risk);On 24 March 2022, Russian forces shelled Kyiv as a result of which fire broke out in a warehouse and private house. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2022-03-25;Disrupted weapons use;514.5;1;High (Negligence Risk);Weapons seizure: On 25 March 2022, Ukrainian police seized an automatic rifle and 445 bullets from a Russian citizen in Kyiv.
