event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR9154,2018-09-10,2018,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (International)","OSCE: Organization for Security and Co-operation in Europe",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Luhansk,Luhanskyi,Molodohvardiiska,Komisarivka,48.4704,39.5024,1,"Liveuamap; Ministry of Defence of Ukraine","Local partner-New media","On 10 September 2018, an SMM long-range UAV was jammed while flying near Komisarivka (non government-controlled, 60km west of Luhansk), Azarivka (non-government-controlled, 32km south-west of Luhansk) and Teple (formerly Krasnodon, non government-controlled, 33km south-east of Luhansk)",0,,1693943170
UKR32784,2018-09-20,2018,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Darnytskyi",50.4003,30.6807,1,"Reporter-ua; Novoye Vremya Ukraine; Segodnya",National,"On 20 September 2018, in Darnytskyi district of Kyiv, unidentified individuals set fire to a car of an activist fighting against illegal sand mining. The car was destroyed, five more cars caught fire, no injuries were reported.",0,,1646184492
UKR32797,2018-09-24,2018,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Government of Ukraine (2014-2019)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Chernivtsi,Chernivetskyi,Chernivetska,Chernivtsi,48.2915,25.9403,1,"Reporter-ua; TSN.ua",National,"On 24 September 2018, unidentified individuals set fire to a car of the head of the city inspectorate that demolished illegal constructions and advertisement in Chernivtsi. No injuries were reported.",0,"local administrators",1687837309
UKR32800,2018-09-26,2018,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Government of Ukraine (2014-2019); Opposition Bloc",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.4639,30.7386,2,"24 Channel",National,"On 26 September 2018, unidentified individuals set fire to a car of a deputy of the regional state administration from the Opposition Bloc party near Odessa. No injuries were reported.",0,"local administrators",1687837309
UKR10035,2018-09-29,2018,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Pecherskyi",50.4270,30.5454,1,"OSCE SMM-Ukraine",Other,"On 29 September 2018, in Kyiv, the office of a member of parliament had been damaged by unidentified people.",0,,1646184495
UKR32460,2018-10-03,2018,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Former Military Forces of Ukraine (2014-2019); Strength of People; Vidsich",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Kyiv,Obukhivskyi,Vasylkivska,Vasylkiv,50.1869,30.3135,1,"Stop Corruption; 24 Channel; Segodnya",National,"On 3 October 2018, in Vasylkiv, Kyiv, unidentified individuals burned down two cars belonging to anti-corruption activists and members of Vidsich, one of whom is also a Donbass veteran and another - the head of the local branch of the Strength of People party.",0,,1618585877
UKR31788,2018-10-15,2018,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Government of Ukraine (2014-2019)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Kyiv,Buchanskyi,Kotsiubynska,Kotsiubynske,50.4905,30.3337,1,"24 Channel",National,"On 15 October 2018, unidentified individuals set fire to a car of a member of the local village council and her husband's car which were parked on different sides of a parking place in Kotsiubynske, Kyiv. These two cars and five more cars that caught fire from them were damaged, no injuries were reported.",0,"local administrators",1687837309
UKR11420,2018-10-27,2018,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Trudovskiye,47.9451,37.5465,1,"OSCE SMM-Ukraine",Other,"Around Nov. 27 2018, the OSCE SMM observed damage to the civilian property in the Trudovskiye area of Donetsk City.",0,,1618582330
UKR11662,2018-11-01,2018,1,"Strategic developments","Strategic developments","Looting/property destruction","NAF: United Armed Forces of Novorossiya",,"Rebel group","Civilians (International)","OSCE: Organization for Security and Co-operation in Europe",Civilians,"Rebel group-Civilians",,804,Europe,Ukraine,Donetsk,Donetskyi,Amvrosiivska,Nyzhnokrynske,47.7843,38.6283,2,RFE/RL,International,"On Nov. 1 2018, NAF forces shot down a drone being used by the Organization for Security and Cooperation in Europe's (OSCE) monitoring mission near Nyzhnokrynske.",0,,1618582364
UKR31168,2018-11-15,2018,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Government of Ukraine (2014-2019)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Ivano-Frankivsk,Kolomyiskyi,Kolomyiska,Kolomyia,48.5300,25.0412,1,Segodnya,National,"On 15 November 2018, unidentified individuals set fire to a car of the local city council in Kolomyia, Ivano-Frankivsk. The car was damaged, no injuries were reported.",0,"local administrators",1687837309
UKR30331,2018-11-28,2018,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Lviv,Lvivskyi,Lvivska,Lviv,49.8407,24.0305,1,LIGA.net,National,"On 28 November 2018, at night, unidentified individuals threw incendiary mixture into two separate offices of a Russian bank in Lviv. The buildings were damaged, no injuries were reported.",0,,1618585606
UKR13372,2018-12-09,2018,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Lawyers (Ukraine)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Crimea,Simferopolskyi,Simferopolska,Simferopol,44.9502,34.1017,2,Facebook,"New media","On 9 December 2018, in the evening, an unknown perpetrator destroyed the windows of the office of two Crimean Tatar lawyers in Simferopol. No injuries were reported.",0,,1618582631
UKR14154,2018-12-26,2018,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Russian Orthodox Christian Group (Ukraine)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Odesa,Bilhorod-Dnistrovskyi,Starokozatska,Semenivka,46.2825,30.1238,1,Facebook,"New media","On Dec. 26 2018, unknown individuals broke into a church of a Moscow Patriarchate in Semenivka, Odessa, organised pogrom, stole donations and vandalised the church.",0,,1732648494
UKR14604,2019-01-10,2019,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (International)","OSCE: Organization for Security and Co-operation in Europe",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Luhansk,Sievierodonetskyi,Popasnianska,Popasna,48.6333,38.3780,2,"OSCE SMM-Ukraine",Other,"On Jan. 10 2019, a UAV belonging to OSCE was downed by small arms fire near Popasna, Luhansk.",0,,1618582812
UKR14709,2019-01-13,2019,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Civil Position",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Desnianskyi",50.5097,30.6717,1,"Hromadske Radio; Ukraine General Newswire",National,"On Jan. 13 2019, unidentified persons fired about 10 times at the windscreen and the body of a car of the members of the Civil Position party from Anatolii Hrytsenko central campaign office in Desnyanskyi district of Kiev, Ukraine. The police suspects that pneumatic weapons were used.",0,,1708472498
UKR14926,2019-01-18,2019,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Journalists (Ukraine)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,"OSCE SMM-Ukraine",Other,"On Jan. 18 2019, unidentified individuals shot traumatic pistols at the office of the Novyi Den newspaper in Kherson, Ukraine, breaking a glass door and two windows.",0,,1732648502
UKR15081,2019-01-22,2019,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","People's Front",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Pecherskyi",50.4270,30.5454,1,"Ukraine General Newswire",National,"On Jan. 22 2019, an unidentified person acted aggressively towards electioneers of the People's Front party and completely demolished their campaigning tent near the Palats Ukrayina metro station in Kiev.",0,,1708472501
UKR15874,2019-02-10,2019,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Russian Orthodox Christian Group (Ukraine)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Mykolaiv,Voznesenskyi,Domanivska,"Zelenyi Yar",47.6956,31.0077,1,"Ukraine General Newswire",National,"On Feb. 10 2019, at night, unidentified persons broke a window and threw a firebomb in the St. Martyr Illia Temple in the village of Zeleny Yar, Mykolaiv. The temple belongs to the Orthodox Church of the Moscow Patriarchate.",0,,1708472501
UKR28221,2019-02-12,2019,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Government of Ukraine (2014-2019); Sokil; Svoboda",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Shevchenkivskyi",50.4646,30.4655,1,"24 Channel; LIGA.net; Stop Corruption; Svoboda",National,"On 12 February 2019, unidentified individuals broke the window of a car of the Kiev city council from Svoboda party and the head of Sokil in Kiev, threw incendiary mixture inside and set it to fire. The car burned down, no injuries were reported.",0,"local administrators",1687837309
UKR28203,2019-02-14,2019,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Labor Group (Ukraine)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Lviv,Lvivskyi,Lvivska,Lviv,49.8407,24.0305,1,"Novoye Vremya Ukraine; Zaxid",Subnational-National,"On 14 February 2019, two unidentified individuals broke the window of a Russian bank in Lviv and threw a bottle with incendiary mixture inside. The fire destroyed part of the room, no injuries were reported.",0,,1649875512
UKR28232,2019-02-15,2019,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","European Solidarity",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Darnytskyi",50.4003,30.6807,1,LIGA.net,National,"On 15 February 2019, an unidentified individual set fire to a shop belonging to the company of the President Poroshenko in Darnytskyi district of Kiev. Firefighters put out the fire, no injuries were reported.",0,,1649875512
UKR28233,2019-02-17,2019,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.4639,30.7386,1,LIGA.net,National,"On 17 February 2019, unidentified individuals set fire to the car of an activist fighting against illegal construction in Odessa. The car burned down, the house of the activist was damaged, no injuries were reported.",0,,1649875511
UKR16199,2019-02-17,2019,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.4639,30.7386,1,ZMINA,Other,"On 17 February 2019, unidentified persons set fire to a car of an activist who protests against illegal construction in Odessa. A door of his house caught fire from the car. No injuries or fatalities were reported.",0,,1654034429
UKR16198,2019-02-17,2019,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)",Svoboda,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Kyiv,Buchanskyi,Irpinska,Irpin,50.5218,30.2506,1,ZMINA,Other,"On 17 February 2019, unidentified persons set fire to a car of a deputy from the Svoboda political party in Irpin, Kiev. No injuries or fatalities were reported.",0,,1654034429
